rank,year,forecast_horizon,country_name,iso3,j,k,description_short,forecasted_value,latest_historical_demand,latest_alg_export_v,predicted_growth_abs,predicted_growth_pct,global_demand_rank,rca,market_penetration,low_market_penetration_score,forecast_opportunity_score,model_used,is_hydrocarbon,forecast_scope,reason_or_interpretation
909,2024,1,Rep. of Korea,KOR,410,260300,Copper ores and concentrates,5881808.910757924,5787989.988,0.0,93818.92275792452,1.62092406780999,0.9949003469290169,3.156534488379897e-07,0.0,1.0,0.3807093242666007,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
910,2024,1,Spain,ESP,724,260300,Copper ores and concentrates,2774020.7609273545,2532703.047,0.0,241317.71392735463,9.528069791411069,0.9949003469290169,3.156534488379897e-07,0.0,1.0,0.38035539103141885,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
911,2024,1,Japan,JPN,392,851762,Communication apparatus (excluding telephone sets or base st,6554925.6418315135,6638292.001,0.0,-83366.35916848667,-1.2558404956565372,0.9975947272215496,0.001165384029327,0.0,1.0,0.3801370697873333,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
912,2026,3,USA,USA,842,392690,Plastics: other articles n.e.c. in chapter 39,9708753.600155115,10953427.670000002,0.0,-1244674.0698448848,-11.36332942841156,0.9931682453123888,0.0054971907152963,0.0,1.0,0.3801316285760176,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
913,2025,2,France,FRA,251,210690,Food preparations: n.e.c. in item no. 2106.10,1789823.0440711912,1632526.948,216.177,157296.09607119113,9.635130143725574,0.990473865019856,0.0050650752571915,0.0001324186410918,0.9998675813589082,0.3800451616335359,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
914,2024,1,Germany,DEU,276,901890,"Medical, surgical or dental instruments and appliances: n.e.",4705326.32208156,4554831.934,1.886,150494.3880815599,3.304060177460763,0.9923984223716652,0.0022967341751617,4.140657717624582e-07,0.9999995859342282,0.379898382840244,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
915,2026,3,Spain,ESP,724,260300,Copper ores and concentrates,2769020.943269024,2532703.047,0.0,236317.89626902388,9.330659452909163,0.9949003469290169,3.156534488379897e-07,0.0,1.0,0.3798927647572108,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
916,2025,2,Spain,ESP,724,260300,Copper ores and concentrates,2768628.680480197,2532703.047,0.0,235925.63348019728,9.31517154210607,0.9949003469290169,3.156534488379897e-07,0.0,1.0,0.37985646921907196,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
917,2026,3,Netherlands,NLD,528,847150,Units of automatic data processing machines: processing unit,3426572.179481344,3190339.364,0.0,236232.81548134377,7.404629681312605,0.9943229797234742,0.0003088252491352,0.0,1.0,0.3796591296687602,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
918,2026,3,Japan,JPN,392,851762,Communication apparatus (excluding telephone sets or base st,6541742.52995958,6638292.001,0.0,-96549.47104042023,-1.4544324206569388,0.9975947272215496,0.001165384029327,0.0,1.0,0.3796251307059575,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
919,2024,1,Singapore,SGP,702,711319,Jewellery: of precious metal (excluding silver) whether or n,4893348.928241331,4739306.127,0.0,154042.8012413308,3.250323931677326,0.9956701698697406,0.0006646792296253,0.0,1.0,0.37958590894095,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
920,2026,3,Rep. of Korea,KOR,410,854140,"Electrical apparatus: photosensitive, including photovoltaic",3027724.5141006685,2790864.882,0.0,236859.63210066876,8.48696164505569,0.994707891193836,2.6114010762027728e-05,0.0,1.0,0.3795062708696895,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
921,2024,1,"Other Asia, nes",S19,490,740311,"Copper: refined, unwrought, cathodes and sections of cathode",2696262.564958936,3110638.483,0.0,-414375.9180410644,-13.321249650374895,0.9937456125179316,,0.0,1.0,0.3794373006307329,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
922,2024,1,Italy,ITA,380,870899,Vehicle parts and accessories: n.e.c. in heading no. 8708,3719076.072614892,3496684.32,0.0,222391.7526148916,6.360075210189168,0.9954777141345597,0.0002118524922768,0.0,1.0,0.37914877789125767,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
923,2024,1,Sweden,SWE,752,870899,Vehicle parts and accessories: n.e.c. in heading no. 8708,2223920.5602788893,2018848.524,0.188,205072.03627888928,10.157871372765223,0.9954777141345597,0.0002118524922768,9.312239019671989e-08,0.9999999068776098,0.37896458113297016,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
924,2025,2,Mexico,MEX,484,848180,"Taps, cocks, valves and similar appliances: for pipes, boile",1960724.26366263,1821547.449,0.0,139176.81466262997,7.640581349612155,0.9906663207550368,0.0067523326495838,0.0,1.0,0.3786670931016762,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
925,2025,2,France,FRA,251,901890,"Medical, surgical or dental instruments and appliances: n.e.",2473235.15324309,2278976.719,3.417,194258.43424309,8.52393236945085,0.9923984223716652,0.0022967341751617,1.4993571331871073e-06,0.9999985006428668,0.3786343095158403,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
926,2024,1,Japan,JPN,392,901890,"Medical, surgical or dental instruments and appliances: n.e.",3193841.014460837,2995941.65,0.0,197899.3644608376,6.605581402456139,0.9923984223716652,0.0022967341751617,0.0,1.0,0.3785297356691074,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
927,2025,2,USA,USA,842,848620,Machines and apparatus of a kind used solely or principally ,4742007.82687411,5847437.654,0.0,-1105429.8271258902,-18.90451668808661,0.9920135109013032,,0.0,1.0,0.37849207004461033,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
928,2024,1,"China, Hong Kong SAR",HKG,344,710239,"Diamonds: non-industrial, (other than unworked or simply saw",9865566.474326424,14537425.37,0.0,-4671858.895673577,-32.136769591365244,0.9912436879605796,,0.0,1.0,0.3784897828990629,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
929,2026,3,"China, Hong Kong SAR",HKG,344,847150,Units of automatic data processing machines: processing unit,3418796.434935153,3201283.684,0.0,217512.7509351531,6.794547825370202,0.9943229797234742,0.0003088252491352,0.0,1.0,0.3782732355125264,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
930,2026,3,Kuwait,KWT,414,870324,Vehicles: spark-ignition internal combustion reciprocating p,2360216.174382068,2155078.819,0.0,205137.35538206808,9.518786671443229,0.995092802664198,1.9715719827969783e-05,0.0,1.0,0.37803409837977814,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
931,2024,1,Ireland,IRL,372,848620,Machines and apparatus of a kind used solely or principally ,1787040.893045644,2018281.925,0.0,-231241.031954356,-11.45732065922138,0.9920135109013032,,0.0,1.0,0.377999140924801,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
932,2024,1,Mexico,MEX,484,853710,"Boards, panels, consoles, desks and other bases: for electri",2537472.766542417,2365863.764,0.0,171609.00254241703,7.253545413463505,0.9935531567827506,0.0034796814384586,0.0,1.0,0.37783170434441626,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
933,2025,2,Singapore,SGP,702,848620,Machines and apparatus of a kind used solely or principally ,2516234.291390897,2907806.4170000004,0.0,-391572.1256091036,-13.466237756400943,0.9920135109013032,,0.0,1.0,0.3777443689412989,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
934,2025,2,Netherlands,NLD,528,210690,Food preparations: n.e.c. in item no. 2106.10,2308853.893189675,2153161.24,0.21,155692.65318967542,7.230886860552786,0.990473865019856,0.0050650752571915,9.753101444460333e-08,0.9999999024689855,0.3777280045742887,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
935,2024,1,Japan,JPN,392,854140,"Electrical apparatus: photosensitive, including photovoltaic",2579353.7963755536,2372461.764,0.0,206892.0323755536,8.72056340443317,0.994707891193836,2.6114010762027728e-05,0.0,1.0,0.3774603966658227,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
936,2026,3,United Kingdom,GBR,826,870829,"Vehicles: parts and accessories, of bodies, other than safet",2550708.4991849638,2374043.649,0.0,176664.85018496308,7.441516513791911,0.9939380682531124,0.0026689262778106,0.0,1.0,0.37744277236598534,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
937,2024,1,Saudi Arabia,SAU,682,870324,Vehicles: spark-ignition internal combustion reciprocating p,2324411.245113176,2128038.725,0.0,196372.52011317527,9.227864033027654,0.995092802664198,1.9715719827969783e-05,0.0,1.0,0.3771899962999205,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
938,2025,2,Netherlands,NLD,528,847150,Units of automatic data processing machines: processing unit,3390777.534081308,3190339.364,0.0,200438.17008130765,6.282659843120928,0.9943229797234742,0.0003088252491352,0.0,1.0,0.37698770062224696,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
939,2024,1,France,FRA,251,870840,Vehicle parts: gear boxes and parts thereof,2024991.795044537,1838144.045,0.0,186847.750044537,10.16502218924508,0.9922059666364842,9.192471266073504e-06,0.0,1.0,0.3769517023099184,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
940,2026,3,Canada,CAN,124,870840,Vehicle parts: gear boxes and parts thereof,3006840.9818898435,2796284.993,0.0,210555.98888984323,7.529847258663996,0.9922059666364842,9.192471266073504e-06,0.0,1.0,0.3767621494413628,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
941,2024,1,United Kingdom,GBR,826,901890,"Medical, surgical or dental instruments and appliances: n.e.",2272904.442822736,2100869.662,5.769,172034.7808227362,8.18874125960586,0.9923984223716652,0.0022967341751617,2.746005668199325e-06,0.9999972539943318,0.376753602177583,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
942,2024,1,Bahrain,BHR,48,260111,Iron ores and concentrates: non-agglomerated,1568379.9197747856,1528375.498,0.0,40004.42177478573,2.6174472063399787,0.9970173600160068,0.0152378736537231,0.0,1.0,0.37664538637601963,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
943,2025,2,Rep. of Korea,KOR,410,854140,"Electrical apparatus: photosensitive, including photovoltaic",2992939.56611382,2790864.882,0.0,202074.68411382008,7.240575687383639,0.994707891193836,2.6114010762027728e-05,0.0,1.0,0.3765670277122851,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
944,2025,2,Mexico,MEX,484,854231,"Electronic integrated circuits: processors and controllers, ",12276476.456357088,14987393.005,0.0,-2710916.548642911,-18.087979328616477,0.998941917367816,0.0014564602011438,0.0,1.0,0.3763988635862764,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
945,2026,3,USA,USA,842,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,10627650.899654916,12240436.79,0.0,-1612785.8903450835,-13.17588512578793,0.998557005897454,0.0001545718456304,0.0,1.0,0.3761774918676564,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
946,2025,2,Italy,ITA,380,740311,"Copper: refined, unwrought, cathodes and sections of cathode",4043691.0674477536,4962414.894,0.0,-918723.8265522468,-18.513643985372227,0.9937456125179316,,0.0,1.0,0.3757116127271512,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
947,2025,2,Rep. of Korea,KOR,410,740311,"Copper: refined, unwrought, cathodes and sections of cathode",1848493.031634441,2121121.827,0.0,-272628.7953655587,-12.853047472108198,0.9937456125179316,,0.0,1.0,0.37562730599320976,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
948,2025,2,"China, Hong Kong SAR",HKG,344,847150,Units of automatic data processing machines: processing unit,3382240.696791763,3201283.684,0.0,180957.01279176303,5.652639086507245,0.9943229797234742,0.0003088252491352,0.0,1.0,0.37555361818901295,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
949,2025,2,Japan,JPN,392,851762,Communication apparatus (excluding telephone sets or base st,6436600.557764553,6638292.001,0.0,-201691.4432354467,-3.038303274472766,0.9975947272215496,0.001165384029327,0.0,1.0,0.3755421580980895,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
950,2025,2,Australia,AUS,36,870324,Vehicles: spark-ignition internal combustion reciprocating p,1984942.162433413,1816797.482,0.0,168144.68043341325,9.255004044166396,0.995092802664198,1.9715719827969783e-05,0.0,1.0,0.37531180316242146,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
951,2025,2,Germany,DEU,276,210690,Food preparations: n.e.c. in item no. 2106.10,3119293.8791067586,2999406.143,0.0,119887.73610675849,3.9970490954201687,0.990473865019856,0.0050650752571915,0.0,1.0,0.37524356432626693,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
952,2024,1,India,IND,699,854140,"Electrical apparatus: photosensitive, including photovoltaic",5355045.552127063,5330346.574,0.0,24698.97812706325,0.4633653325196196,0.994707891193836,2.6114010762027728e-05,0.0,1.0,0.3751488175583924,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
953,2026,3,Germany,DEU,276,210690,Food preparations: n.e.c. in item no. 2106.10,3117905.937320507,2999406.143,0.0,118499.79432050698,3.950775209188033,0.990473865019856,0.0050650752571915,0.0,1.0,0.3751338897869819,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
954,2025,2,Canada,CAN,124,870840,Vehicle parts: gear boxes and parts thereof,2981084.870695157,2796284.993,0.0,184799.87769515676,6.608764062238656,0.9922059666364842,9.192471266073504e-06,0.0,1.0,0.374589754385823,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
955,2025,2,United Kingdom,GBR,826,210690,Food preparations: n.e.c. in item no. 2106.10,2063160.2755021788,1940770.102,1.173,122390.17350217886,6.30626849496772,0.990473865019856,0.0050650752571915,6.043992530548577e-07,0.9999993956007469,0.37429228973137,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
956,2024,1,Malaysia,MYS,458,260111,Iron ores and concentrates: non-agglomerated,2054058.1390999325,2048677.159,0.0,5380.980099932291,0.2626563231933944,0.9970173600160068,0.0152378736537231,0.0,1.0,0.37423995924661285,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
957,2024,1,Italy,ITA,380,901890,"Medical, surgical or dental instruments and appliances: n.e.",1959501.6695185304,1818615.79,4.422,140885.87951853056,7.746874314696815,0.9923984223716652,0.0022967341751617,2.43151963395193e-06,0.999997568480366,0.37399292807691364,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
958,2026,3,Belgium,BEL,56,901890,"Medical, surgical or dental instruments and appliances: n.e.",2444549.4264435023,2295725.741,19.685,148823.6854435024,6.482642189596914,0.9923984223716652,0.0022967341751617,8.574630518114663e-06,0.9999914253694819,0.3739816191593805,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
959,2024,1,Mexico,MEX,484,850440,Electrical static converters,4372036.955864084,4299383.907,0.0,72653.0488640843,1.6898479046217516,0.9952852583993788,0.0010363946534344,0.0,1.0,0.3735394327703797,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
960,2025,2,Malaysia,MYS,458,854231,"Electronic integrated circuits: processors and controllers, ",10086179.92751639,11694956.219,0.0,-1608776.2914836109,-13.7561548872662,0.998941917367816,0.0014564602011438,0.0,1.0,0.3734207067878475,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
961,2024,1,Japan,JPN,392,210690,Food preparations: n.e.c. in item no. 2106.10,936512.7980936088,860535.495,0.0,75977.30309360893,8.829072540884434,0.990473865019856,0.0050650752571915,0.0,1.0,0.37340819489911514,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
962,2024,1,United Kingdom,GBR,826,870840,Vehicle parts: gear boxes and parts thereof,1881994.3199068168,1728092.976,0.0,153901.34390681656,8.905848588254232,0.9922059666364842,9.192471266073504e-06,0.0,1.0,0.3733666054549372,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
963,2024,1,Italy,ITA,380,853710,"Boards, panels, consoles, desks and other bases: for electri",2001514.3998221287,1879250.884,311.42,122263.51582212886,6.505970909104485,0.9935531567827506,0.0034796814384586,0.0001657149679435,0.9998342850320565,0.3731200434768622,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
964,2024,1,"China, Hong Kong SAR",HKG,344,847150,Units of automatic data processing machines: processing unit,3349142.3250669315,3201283.684,0.0,147858.64106693165,4.618729724139364,0.9943229797234742,0.0003088252491352,0.0,1.0,0.37309121667027306,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
965,2024,1,France,FRA,251,901890,"Medical, surgical or dental instruments and appliances: n.e.",2417418.150516445,2278976.719,3.417,138441.43151644478,6.0747189895468505,0.9923984223716652,0.0022967341751617,1.4993571331871073e-06,0.9999985006428668,0.3729301127281128,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
966,2024,1,Japan,JPN,392,854232,Electronic integrated circuits: memories,2164666.863996413,2558486.84,0.0,-393819.9760035868,-15.39269109563162,0.9972098157511878,,0.0,1.0,0.37254062596863935,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
967,2024,1,Australia,AUS,36,210690,Food preparations: n.e.c. in item no. 2106.10,1615272.265173142,1515405.12,0.0,99867.14517314197,6.590128530985956,0.990473865019856,0.0050650752571915,0.0,1.0,0.37235971398127216,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
968,2024,1,"China, Hong Kong SAR",HKG,344,853400,Circuits: printed,7036948.000224263,7381013.494,0.0,-344065.49377573654,-4.661493899928868,0.988356851932866,1.1002339092700973e-05,0.0,1.0,0.37219298415662155,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
969,2024,1,Rep. of Korea,KOR,410,850440,Electrical static converters,2518310.9156022943,2380250.214,0.0,138060.70160229458,5.800260022675691,0.9952852583993788,0.0010363946534344,0.0,1.0,0.3719957379346589,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
970,2025,2,United Kingdom,GBR,826,848180,"Taps, cocks, valves and similar appliances: for pipes, boile",2215206.054235428,2131684.819,0.0,83521.2352354275,3.918085567387413,0.9906663207550368,0.0067523326495838,0.0,1.0,0.37193443334700144,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
971,2025,2,Thailand,THA,764,740311,"Copper: refined, unwrought, cathodes and sections of cathode",2470255.957398097,2949503.323,0.0,-479247.3656019028,-16.24840907500489,0.9937456125179316,,0.0,1.0,0.3717106172600285,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
972,2024,1,Netherlands,NLD,528,847150,Units of automatic data processing machines: processing unit,3319079.9578288845,3190339.364,0.0,128740.59382888442,4.035325999534776,0.9943229797234742,0.0003088252491352,0.0,1.0,0.3716367609600502,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
973,2024,1,Mexico,MEX,484,120190,"Soya beans: other than seed, whether or not broken",3683430.7291799695,3568307.909,0.0,115122.82017996954,3.226258022453901,0.9945154354586552,1.4519592151066263e-05,0.0,1.0,0.37162951152819956,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
974,2024,1,France,FRA,251,210690,Food preparations: n.e.c. in item no. 2106.10,1727092.1442099863,1632526.948,216.177,94565.19620998624,5.792565710834822,0.990473865019856,0.0050650752571915,0.0001324186410918,0.9998675813589082,0.3712376637226734,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
975,2024,1,Germany,DEU,276,210690,Food preparations: n.e.c. in item no. 2106.10,3068484.8926691264,2999406.143,0.0,69078.74966912623,2.303080889206748,0.990473865019856,0.0050650752571915,0.0,1.0,0.3712286609389023,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
976,2024,1,Rep. of Korea,KOR,410,854140,"Electrical apparatus: photosensitive, including photovoltaic",2924803.131118416,2790864.882,0.0,133938.2491184161,4.799166379650482,0.994707891193836,2.6114010762027728e-05,0.0,1.0,0.3708096653495215,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
977,2025,2,Belgium,BEL,56,901890,"Medical, surgical or dental instruments and appliances: n.e.",2413115.1448155176,2295725.741,19.685,117389.40381551768,5.1133897102353245,0.9923984223716652,0.0022967341751617,8.574630518114663e-06,0.9999914253694819,0.37079133279759574,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
978,2025,2,Switzerland,CHE,757,740311,"Copper: refined, unwrought, cathodes and sections of cathode",1334266.560925028,1546759.395,0.0,-212492.834074972,-13.737937184145691,0.9937456125179316,,0.0,1.0,0.37074604641867204,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
979,2025,2,United Kingdom,GBR,826,870829,"Vehicles: parts and accessories, of bodies, other than safet",2479770.317816526,2374043.649,0.0,105726.66881652595,4.453442499301155,0.9939380682531124,0.0026689262778106,0.0,1.0,0.37046735775314116,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
980,2024,1,Japan,JPN,392,854231,"Electronic integrated circuits: processors and controllers, ",9749938.337981056,11368707.235,0.0,-1618768.8970189467,-14.238812413388237,0.998941917367816,0.0014564602011438,0.0,1.0,0.37043994656662055,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
981,2026,3,Japan,JPN,392,870324,Vehicles: spark-ignition internal combustion reciprocating p,1994965.4318309936,1864985.412,0.0,129980.0198309936,6.969492575901907,0.995092802664198,1.9715719827969783e-05,0.0,1.0,0.3703434212222933,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
982,2024,1,Canada,CAN,124,870899,Vehicle parts and accessories: n.e.c. in heading no. 8708,4366603.364581917,4338919.74,1.478,27683.62458191719,0.6380303448967966,0.9954777141345597,0.0002118524922768,3.40637782804436e-07,0.9999996593622172,0.3702630163306294,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
983,2024,1,China,CHN,156,870899,Vehicle parts and accessories: n.e.c. in heading no. 8708,2561588.128848888,2433238.6900000004,0.0,128349.43884888756,5.274839635600548,0.9954777141345597,0.0002118524922768,0.0,1.0,0.3701548980643481,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
984,2025,2,"Other Asia, nes",S19,490,740311,"Copper: refined, unwrought, cathodes and sections of cathode",2572701.884638734,3110638.483,0.0,-537936.5983612658,-17.29344638733018,0.9937456125179316,,0.0,1.0,0.3699975059353482,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
985,2025,2,Mexico,MEX,484,120190,"Soya beans: other than seed, whether or not broken",3658550.466806136,3568307.909,0.0,90242.55780613609,2.5290014232943845,0.9945154354586552,1.4519592151066263e-05,0.0,1.0,0.36995428750973985,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
986,2024,1,Mexico,MEX,484,848180,"Taps, cocks, valves and similar appliances: for pipes, boile",1891385.918343968,1821547.449,0.0,69838.46934396774,3.834018673645197,0.9906663207550368,0.0067523326495838,0.0,1.0,0.3699010404458011,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
987,2026,3,United Kingdom,GBR,826,848180,"Taps, cocks, valves and similar appliances: for pipes, boile",2196512.2727028225,2131684.819,0.0,64827.45370282233,3.0411369037770646,0.9906663207550368,0.0067523326495838,0.0,1.0,0.36989940105926444,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
988,2024,1,Belgium,BEL,56,870829,"Vehicles: parts and accessories, of bodies, other than safet",2847656.4183663568,2762823.146,0.0,84833.27236635657,3.0705285095492885,0.9939380682531124,0.0026689262778106,0.0,1.0,0.36952656558353025,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
989,2026,3,Italy,ITA,380,740311,"Copper: refined, unwrought, cathodes and sections of cathode",3919490.078358896,4962414.894,0.0,-1042924.8156411042,-21.016477620645805,0.9937456125179316,,0.0,1.0,0.36949913823191516,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
990,2024,1,Rep. of Korea,KOR,410,210690,Food preparations: n.e.c. in item no. 2106.10,2079952.88079658,1998480.797,0.101,81472.08379658009,4.076700857915728,0.990473865019856,0.0050650752571915,5.0538389036119424e-08,0.999999949461611,0.3694855930960833,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
991,2024,1,Netherlands,NLD,528,210690,Food preparations: n.e.c. in item no. 2106.10,2231057.065760721,2153161.24,0.21,77895.82576072123,3.6177423368777175,0.990473865019856,0.0050650752571915,9.753101444460333e-08,0.9999999024689855,0.36933897261691667,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
992,2026,3,"China, Hong Kong SAR",HKG,344,950300,"Tricycles, scooters, pedal cars and similar wheeled toys: do",786063.2052058422,715545.065,0.0,70518.14020584221,9.855164077728942,0.9900889535494942,0.0003212903647492,0.0,1.0,0.3691420342500113,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
993,2026,3,Rep. of Korea,KOR,410,740311,"Copper: refined, unwrought, cathodes and sections of cathode",1785971.9681730247,2121121.827,0.0,-335149.85882697534,-15.800594504323836,0.9937456125179316,,0.0,1.0,0.3687890553789771,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
994,2024,1,Germany,DEU,276,120190,"Soya beans: other than seed, whether or not broken",2295259.980654128,2176150.436,0.0,119109.54465412814,5.47340582175304,0.9945154354586552,1.4519592151066263e-05,0.0,1.0,0.368646332512124,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
995,2024,1,Canada,CAN,124,870840,Vehicle parts: gear boxes and parts thereof,2910296.5978806736,2796284.993,0.0,114011.60488067336,4.077252682258104,0.9922059666364842,9.192471266073504e-06,0.0,1.0,0.3686191289024186,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
996,2025,2,Netherlands,NLD,528,260111,Iron ores and concentrates: non-agglomerated,1526089.160774902,1540690.763,0.075,-14601.60222509806,-0.947730886415268,0.9970173600160068,0.0152378736537231,4.8679463654316726e-08,0.9999999513205363,0.3685645127760868,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
997,2026,3,Singapore,SGP,702,848620,Machines and apparatus of a kind used solely or principally ,2401891.8815129143,2907806.4170000004,0.0,-505914.5354870861,-17.398494360881177,0.9920135109013032,,0.0,1.0,0.3684450212307105,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
